deadline_id,related_type,related_id,client_id,deadline_type,due_date,description,priority,status,reminder_sent,completed_date,completed_by,cost,internal_notes,created_on,modified_on
DL-3255,trademark,TM-0094,CL-0198,statement of use,23/09/24,Statement Of Use for trademark TM-0094,urgent,pending,Y,,,4915.01,,05/27/2022,2023/11/24
DL-3256,trademark,TM-0095,CL-0103,renewal,2026/12/08,Renewal for trademark TM-0095 - Fee payment required,high,completed,,N/A,Lisa Diaz,,,"March 30, 2018",2023/02/23
DL-3257,trademark,TM-0096,CL-0317,renewal,2025/11/01,Renewal for trademark TM-0096 - Fee payment required,urgent,cancelled,,,,1242.42,,11/26/23,
DL-3258,trademark,TM-0096,CL-0317,statement of use,22/11/2024,Statement Of Use for trademark TM-0096,low,cancelled,,,,4749.81,,01/08/21,01 October 2023
DL-3259,trademark,TM-0096,CL-0317,renewal,,Renewal for trademark TM-0096 - Fee payment required,urgent,pending,,,,4849.26,,17 September 2022,
DL-3260,trademark,TM-0096,CL-0317,opposition response,"January 13, 2025",Opposition Response for trademark TM-0096 - Response to office action required,medium,pending,yes,,,,,2023/03/07,04/14/2024
DL-3261,trademark,TM-0097,CL-0088,renewal,22 October 2025,Renewal for trademark TM-0097 - Fee payment required,low,overdue,,,,444.98,,05-28-2022,
DL-3262,trademark,TM-0097,CL-0088,declaration,31/05/2026,Declaration for trademark TM-0097,urgent,overdue,,,,281.3,,2018-12-31,
DL-3263,trademark,TM-0097,CL-0088,opposition response,,Opposition Response for trademark TM-0097 - Response to office action required,urgent,overdue,,,,4735.08,,TBD,"February 09, 2023"
DL-3264,trademark,TM-0098,CL-0376,statement of use,2027-12-08,Statement Of Use for trademark TM-0098,high,overdue,,,,3452.41,,2019-12-05,10 February 2024
DL-3265,trademark,TM-0098,CL-0376,maintenance,2026/05/10,Maintenance for trademark TM-0098,medium,overdue,,,,1833.48,,09/28/21,
DL-3266,trademark,TM-0098,CL-0376,statement of use,00/00/0000,Statement Of Use for trademark TM-0098,low,completed,,05/22/2024,Gary Gonzalez,,Legacy deadline record,06/23/2018,
DL-3267,trademark,TM-0098,CL-0376,opposition response,10-23-2025,Opposition Response for trademark TM-0098 - Response to office action required,normal,pending,no,,,984.17,,08/18/19,01-17-2023
DL-3268,trademark,TM-0099,CL-0082,statement of use,05-29-2025,Statement Of Use for trademark TM-0099,normal,cancelled,,,,3904.74,,11-21-2021,
DL-3269,trademark,TM-0099,CL-0082,renewal,"January 22, 2030",Renewal for trademark TM-0099 - Fee payment required,high,cancelled,,,,4682.9,,10-08-2020,02/22/2024
DL-3270,trademark,TM-0099,CL-0082,declaration,11-08-2024,Declaration for trademark TM-0099,normal,cancelled,,,,,,05/09/2021,29 September 2024
DL-3271,trademark,TM-0100,CL-0121,declaration,2025-12-29,Declaration for trademark TM-0100,low,pending,Y,,,,Legacy deadline record,02/10/23,
DL-3272,trademark,TM-0101,CL-0010,declaration,06/04/24,Declaration for trademark TM-0101,medium,cancelled,,,,,,02/27/20,
DL-3273,trademark,TM-0101,CL-0010,maintenance,TBD,Maintenance for trademark TM-0101,high,completed,,2023-08-24,Michelle Green,,Legacy deadline record,20/01/2020,24/07/24
DL-3274,trademark,TM-0102,CL-0461,renewal,2028-06-24,Renewal for trademark TM-0102 - Fee payment required,high,pending,no,,,1541.93,,10-23-2020,"August 03, 2024"
DL-3275,trademark,TM-0102,CL-0461,opposition response,2025/03/01,Opposition Response for trademark TM-0102 - Response to office action required,urgent,overdue,,,,3095.15,,21/04/23,03-28-2023
DL-3276,trademark,TM-0103,CL-0285,declaration,12/17/2024,Declaration for trademark TM-0103,medium,pending,N,,,1405.48,,10/21/2019,10/16/23
DL-3277,trademark,TM-0103,CL-0285,declaration,2024/11/06,Declaration for trademark TM-0103,urgent,completed,,06-07-2024,Paul Perez,2059.15,,2018/11/02,2023/11/11
DL-3278,trademark,TM-0103,CL-0285,maintenance,29 April 2027,Maintenance for trademark TM-0103,normal,pending,N,,,4485.77,,11/04/2018,
DL-3279,trademark,TM-0104,CL-0110,declaration,"November 22, 2026",Declaration for trademark TM-0104,medium,cancelled,,,,4294.93,,"January 14, 2018",
DL-3280,trademark,TM-0105,CL-0221,opposition response,2025/04/07,Opposition Response for trademark TM-0105 - Response to office action required,medium,cancelled,,,,2740.81,,2018-01-09,
DL-3281,trademark,TM-0105,CL-0221,renewal,06-04-2025,Renewal for trademark TM-0105 - Fee payment required,critical,cancelled,,,,,,01/08/18,
DL-3282,trademark,TM-0105,CL-0221,renewal,02-01-2027,Renewal for trademark TM-0105 - Fee payment required,normal,cancelled,,,,416.04,,15-08-2022,27 April 2023
DL-3283,trademark,TM-0106,CL-0198,renewal,07/11/2029,Renewal for trademark TM-0106 - Fee payment required,normal,overdue,,,,1912.68,Legacy deadline record,03/23/19,12 December 2023
DL-3284,trademark,TM-0106,CL-0198,opposition response,08/03/2025,Opposition Response for trademark TM-0106 - Response to office action required,low,cancelled,,,,,,08 May 2020,2024/01/19
DL-3285,trademark,TM-0106,CL-0198,opposition response,2025-02-11,Opposition Response for trademark TM-0106 - Response to office action required,normal,completed,,"January 02, 2023",Gary Baker,1198.3,,2018/08/18,13/08/23
DL-3286,trademark,TM-0107,CL-0182,maintenance,03/11/25,Maintenance for trademark TM-0107,high,cancelled,,,,4208.73,,01 August 2021,
DL-3287,trademark,TM-0107,CL-0182,opposition response,Unknown,Opposition Response for trademark TM-0107 - Response to office action required,low,cancelled,,,,,,2022-06-19,02/25/2024
DL-3288,trademark,TM-0108,CL-0253,opposition response,,Opposition Response for trademark TM-0108 - Response to office action required,critical,completed,,2024/11/02,Sharon Davis,2521.8,,07/14/2023,00/00/0000
DL-3289,trademark,TM-0108,CL-0253,statement of use,"May 30, 2024",Statement Of Use for trademark TM-0108,normal,cancelled,,,,2905.99,,2022/10/16,
DL-3290,trademark,TM-0109,CL-0400,statement of use,23-01-2027,Statement Of Use for trademark TM-0109,high,cancelled,,,,2102.69,,30/08/22,TBD
DL-3291,trademark,TM-0109,CL-0400,declaration,01/06/26,Declaration for trademark TM-0109,medium,pending,no,,,3492.25,,05/11/2022,04/20/23
DL-3292,trademark,TM-0110,CL-0242,maintenance,01/05/2027,Maintenance for trademark TM-0110,high,pending,N,,,4609.12,,22-10-2018,
DL-3293,trademark,TM-0111,CL-0274,renewal,02/04/2030,Renewal for trademark TM-0111 - Fee payment required,high,overdue,,,,3934.83,,2019/09/28,
DL-3294,trademark,TM-0111,CL-0274,opposition response,2025-08-12,Opposition Response for trademark TM-0111 - Response to office action required,medium,cancelled,,,,4279.31,,03-04-2021,09/06/24
DL-3295,trademark,TM-0111,CL-0274,opposition response,19/09/2025,Opposition Response for trademark TM-0111 - Response to office action required,high,overdue,,,,194.23,Legacy deadline record,30/07/2019,06/02/2024
DL-3296,trademark,TM-0112,CL-0448,maintenance,12/09/24,Maintenance for trademark TM-0112,low,overdue,,,,,,01-03-2019,TBD
DL-3297,trademark,TM-0112,CL-0448,opposition response,09-17-2025,Opposition Response for trademark TM-0112 - Response to office action required,normal,overdue,,,,210.64,Legacy deadline record,2020-10-01,2024-05-09
DL-3298,trademark,TM-0112,CL-0448,declaration,"December 02, 2025",Declaration for trademark TM-0112,high,completed,,2023/07/02,Matthew Hernandez,3960.36,,11-08-2021,"July 20, 2023"
DL-3299,trademark,TM-0113,CL-0243,maintenance,06-05-2025,Maintenance for trademark TM-0113,normal,cancelled,,,,3399.76,Legacy deadline record,"February 11, 2018",25 April 2024
DL-3300,trademark,TM-0113,CL-0243,maintenance,09/04/24,Maintenance for trademark TM-0113,normal,overdue,,,,,Legacy deadline record,06-10-2021,08-08-2023
DL-3301,trademark,TM-0114,CL-0157,declaration,02/28/2027,Declaration for trademark TM-0114,low,overdue,,,,4401.9,,09-11-2020,
DL-3302,trademark,TM-0114,CL-0157,declaration,2025/07/30,Declaration for trademark TM-0114,high,pending,N,,,2163.1,,10/22/19,19 May 2024
DL-3303,trademark,TM-0114,CL-0157,declaration,22/05/26,Declaration for trademark TM-0114,normal,cancelled,,,,460.98,Legacy deadline record,11/08/20,
DL-3304,trademark,TM-0114,CL-0157,renewal,2027-03-09,Renewal for trademark TM-0114 - Fee payment required,low,overdue,,,,4120.57,,2021-03-05,17/04/2023
DL-3305,trademark,TM-0115,CL-0442,declaration,11/19/2026,Declaration for trademark TM-0115,urgent,cancelled,,,,2840.0,,12-26-2021,
DL-3306,trademark,TM-0115,CL-0442,declaration,19-04-2025,Declaration for trademark TM-0115,low,pending,Y,,,,,2021/12/27,11/30/24
DL-3307,trademark,TM-0116,CL-0112,opposition response,12/23/2024,Opposition Response for trademark TM-0116 - Response to office action required,low,cancelled,,,,2031.55,,10/28/18,05-16-2023
DL-3308,trademark,TM-0116,CL-0112,statement of use,2024/12/30,Statement Of Use for trademark TM-0116,medium,cancelled,,,,,Legacy deadline record,11/27/2022,
DL-3309,trademark,TM-0116,CL-0112,maintenance,10-10-2026,Maintenance for trademark TM-0116,normal,pending,no,,,829.53,Legacy deadline record,07 August 2023,
DL-3310,trademark,TM-0117,CL-0223,opposition response,2025-12-27,Opposition Response for trademark TM-0117 - Response to office action required,medium,pending,N,,,2602.46,,02/08/2022,TBD
DL-3311,trademark,TM-0117,CL-0223,maintenance,02-09-2027,Maintenance for trademark TM-0117,high,overdue,,,,1949.83,,07/03/2020,23 June 2023
DL-3312,trademark,TM-0117,CL-0223,renewal,"February 15, 2026",Renewal for trademark TM-0117 - Fee payment required,normal,overdue,,,,4060.86,,07/01/2022,
DL-3313,trademark,TM-0117,CL-0223,maintenance,17 August 2026,Maintenance for trademark TM-0117,urgent,completed,,14-05-2023,Michael Parker,,,10-05-2018,
DL-3314,trademark,TM-0118,CL-0439,statement of use,N/A,Statement Of Use for trademark TM-0118,high,completed,,10/08/2024,Carol Johnson,,,"March 18, 2018",
DL-3315,trademark,TM-0118,CL-0439,maintenance,02/02/2024,Maintenance for trademark TM-0118,low,overdue,,,,2951.73,,07/15/2019,02/08/23
DL-3316,trademark,TM-0119,CL-0492,statement of use,04-08-2025,Statement Of Use for trademark TM-0119,critical,completed,,07/03/24,Sandra Morales,3975.6,,2020-12-16,10-12-2024
DL-3317,trademark,TM-0119,CL-0492,declaration,11/30/2027,Declaration for trademark TM-0119,low,pending,yes,,,,,01/14/23,02-03-2023
DL-3318,trademark,TM-0119,CL-0492,maintenance,02/20/24,Maintenance for trademark TM-0119,critical,pending,no,,,2426.4,Legacy deadline record,18/03/2020,
DL-3319,trademark,TM-0119,CL-0492,maintenance,08-28-2026,Maintenance for trademark TM-0119,medium,cancelled,,,,,,30/07/2021,
DL-3320,trademark,TM-0120,CL-0182,renewal,2029-06-30,Renewal for trademark TM-0120 - Fee payment required,normal,pending,,,,4683.95,Legacy deadline record,Unknown,
DL-3321,trademark,TM-0121,CL-0032,declaration,2024/02/26,Declaration for trademark TM-0121,high,cancelled,,,,1215.65,,11/18/22,
DL-3322,trademark,TM-0122,CL-0476,opposition response,07/20/25,Opposition Response for trademark TM-0122 - Response to office action required,urgent,completed,,02/12/2024,Matthew Williams,,,2023/02/05,09-11-2023
DL-3323,trademark,TM-0123,CL-0493,declaration,00/00/0000,Declaration for trademark TM-0123,medium,cancelled,,,,3768.95,,08/11/2018,
DL-3324,trademark,TM-0123,CL-0493,declaration,2026/07/18,Declaration for trademark TM-0123,normal,pending,,,,1154.2,Legacy deadline record,2023-07-19,2024/11/06
DL-3325,trademark,TM-0123,CL-0493,renewal,26/12/2026,Renewal for trademark TM-0123 - Fee payment required,critical,pending,Y,,,3686.53,,"December 14, 2018",01/10/2024
DL-3326,trademark,TM-0123,CL-0493,opposition response,30-03-2025,Opposition Response for trademark TM-0123 - Response to office action required,normal,cancelled,,,,315.31,,2018-05-17,13/03/2023
DL-3327,trademark,TM-0124,CL-0098,opposition response,11-01-2024,Opposition Response for trademark TM-0124 - Response to office action required,low,overdue,,,,,,06-05-2018,31 October 2023
DL-3328,trademark,TM-0125,CL-0395,renewal,2028-08-09,Renewal for trademark TM-0125 - Fee payment required,urgent,cancelled,,,,474.12,,01/04/2021,
DL-3329,trademark,TM-0126,CL-0434,renewal,22-12-2026,Renewal for trademark TM-0126 - Fee payment required,high,overdue,,,,1208.83,,26/09/22,21/08/24
DL-3330,trademark,TM-0126,CL-0434,opposition response,2025-01-06,Opposition Response for trademark TM-0126 - Response to office action required,urgent,cancelled,,,,,,26-07-2020,
DL-3331,trademark,TM-0126,CL-0434,renewal,11 September 2027,Renewal for trademark TM-0126 - Fee payment required,high,overdue,,,,4431.57,Legacy deadline record,"April 27, 2021",11/26/2023
DL-3332,trademark,TM-0127,CL-0215,maintenance,26-03-2025,Maintenance for trademark TM-0127,high,pending,N,,,4575.11,,2022-06-20,10 December 2023
DL-3333,trademark,TM-0127,CL-0215,statement of use,11/23/24,Statement Of Use for trademark TM-0127,critical,cancelled,,,,1245.98,,15 February 2020,29/07/23
DL-3334,trademark,TM-0128,CL-0342,opposition response,08/08/2025,Opposition Response for trademark TM-0128 - Response to office action required,urgent,cancelled,,,,156.27,,11/19/2022,
DL-3335,trademark,TM-0128,CL-0342,declaration,2025-07-09,Declaration for trademark TM-0128,urgent,completed,,2023-01-24,Joshua Hall,4232.68,,03 November 2020,
DL-3336,trademark,TM-0129,CL-0417,maintenance,2025-02-26,Maintenance for trademark TM-0129,critical,pending,N,,,2160.2,,2021/07/12,
DL-3337,trademark,TM-0129,CL-0417,statement of use,03-12-2026,Statement Of Use for trademark TM-0129,low,pending,yes,,,2821.12,,09-10-2020,14/03/23
DL-3338,trademark,TM-0129,CL-0417,opposition response,26/01/25,Opposition Response for trademark TM-0129 - Response to office action required,high,cancelled,,,,1685.41,,07-05-2022,
DL-3339,trademark,TM-0129,CL-0417,maintenance,21-10-2025,Maintenance for trademark TM-0129,low,completed,,1900-01-01,Jacob Morris,,,08 December 2018,
DL-3340,trademark,TM-0130,CL-0225,statement of use,2026/11/01,Statement Of Use for trademark TM-0130,high,pending,N,,,2470.19,,2019-02-05,
DL-3341,trademark,TM-0130,CL-0225,opposition response,16-11-2024,Opposition Response for trademark TM-0130 - Response to office action required,urgent,cancelled,,,,1392.26,Legacy deadline record,1900-01-01,
DL-3342,trademark,TM-0130,CL-0225,opposition response,2025-01-20,Opposition Response for trademark TM-0130 - Response to office action required,low,completed,,2024-02-17,Dorothy Nelson,,Legacy deadline record,23/02/21,11/30/2024
DL-3343,trademark,TM-0130,CL-0225,statement of use,12/06/27,Statement Of Use for trademark TM-0130,low,overdue,,,,2456.1,Legacy deadline record,11/14/2021,12/22/2023
DL-3344,trademark,TM-0131,CL-0096,declaration,2024-03-04,Declaration for trademark TM-0131,low,cancelled,,,,,Legacy deadline record,2019-08-05,09/14/24
DL-3345,trademark,TM-0131,CL-0096,statement of use,11/18/25,Statement Of Use for trademark TM-0131,low,pending,yes,,,,,25-03-2019,2024-11-12
DL-3346,trademark,TM-0132,CL-0046,opposition response,06/16/25,Opposition Response for trademark TM-0132 - Response to office action required,normal,pending,no,,,3258.44,Legacy deadline record,"July 03, 2022",
DL-3347,trademark,TM-0132,CL-0046,statement of use,"June 21, 2025",Statement Of Use for trademark TM-0132,high,cancelled,,,,,,05/28/2023,
DL-3348,trademark,TM-0133,CL-0164,statement of use,00/00/0000,Statement Of Use for trademark TM-0133,medium,completed,,30 November 2023,Steven Thompson,,,06 November 2023,
DL-3349,trademark,TM-0133,CL-0164,declaration,"October 03, 2026",Declaration for trademark TM-0133,high,completed,,15-02-2023,Dorothy Scott,1787.95,,07 August 2018,
DL-3350,trademark,TM-0134,CL-0042,statement of use,2027-02-06,Statement Of Use for trademark TM-0134,urgent,cancelled,,,,2821.14,Legacy deadline record,30 November 2023,
DL-3351,trademark,TM-0134,CL-0042,statement of use,01/04/24,Statement Of Use for trademark TM-0134,low,pending,no,,,,,2018-09-24,
DL-3352,trademark,TM-0134,CL-0042,statement of use,03/16/2026,Statement Of Use for trademark TM-0134,urgent,pending,N,,,941.71,,06-01-2020,09-29-2024
DL-3353,trademark,TM-0135,CL-0036,declaration,N/A,Declaration for trademark TM-0135,high,completed,,12/01/2024,Andrew Davis,,,12/06/2023,
DL-3354,trademark,TM-0135,CL-0036,statement of use,2026/10/21,Statement Of Use for trademark TM-0135,low,overdue,,,,222.5,,"September 08, 2023",
DL-3355,trademark,TM-0136,CL-0490,statement of use,"March 19, 2026",Statement Of Use for trademark TM-0136,medium,pending,,,,4906.19,Legacy deadline record,17 December 2019,
DL-3356,trademark,TM-0136,CL-0490,renewal,2026-01-04,Renewal for trademark TM-0136 - Fee payment required,low,pending,N,,,275.63,,08-21-2021,
DL-3357,trademark,TM-0136,CL-0490,renewal,"February 06, 2030",Renewal for trademark TM-0136 - Fee payment required,medium,completed,,"August 12, 2023",Susan Hill,,,"July 08, 2019",
DL-3358,trademark,TM-0137,CL-0370,maintenance,2024-09-22,Maintenance for trademark TM-0137,urgent,overdue,,,,1326.48,,08/10/2022,12/24/2024
DL-3359,trademark,TM-0138,CL-0115,opposition response,2024/07/06,Opposition Response for trademark TM-0138 - Response to office action required,medium,cancelled,,,,465.61,,2023/06/01,
DL-3360,trademark,TM-0138,CL-0115,declaration,2024-12-05,Declaration for trademark TM-0138,high,cancelled,,,,,Legacy deadline record,11/08/21,
DL-3361,trademark,TM-0138,CL-0115,opposition response,04-08-2025,Opposition Response for trademark TM-0138 - Response to office action required,medium,cancelled,,,,919.27,Legacy deadline record,08-04-2023,
DL-3362,trademark,TM-0138,CL-0115,maintenance,01/03/2024,Maintenance for trademark TM-0138,high,completed,,26/08/24,Sandra Jones,4520.45,,"July 17, 2020",
DL-3363,trademark,TM-0139,CL-0337,declaration,23/11/25,Declaration for trademark TM-0139,urgent,pending,yes,,,4578.22,,2020-09-23,24 August 2024
DL-3364,trademark,TM-0139,CL-0337,renewal,05/18/26,Renewal for trademark TM-0139 - Fee payment required,urgent,pending,N,,,,,2018-08-26,
DL-3365,trademark,TM-0139,CL-0337,renewal,2030/01/22,Renewal for trademark TM-0139 - Fee payment required,medium,cancelled,,,,2207.75,Legacy deadline record,2019/11/13,05-07-2023
DL-3366,trademark,TM-0139,CL-0337,declaration,11/07/2026,Declaration for trademark TM-0139,low,overdue,,,,1847.36,,14/12/22,"February 18, 2023"
DL-3367,trademark,TM-0140,CL-0267,renewal,Unknown,Renewal for trademark TM-0140 - Fee payment required,critical,overdue,,,,,,1900-01-01,14-04-2023
DL-3368,trademark,TM-0140,CL-0267,maintenance,03/30/27,Maintenance for trademark TM-0140,urgent,completed,,28/06/24,Patricia Torres,3858.42,,2022-05-18,"April 05, 2024"
DL-3369,trademark,TM-0140,CL-0267,opposition response,07-02-2024,Opposition Response for trademark TM-0140 - Response to office action required,low,overdue,,,,1953.97,,2020/06/06,11-11-2023
DL-3370,trademark,TM-0140,CL-0267,statement of use,2026/06/01,Statement Of Use for trademark TM-0140,low,pending,Y,,,1639.67,,2019-06-18,
DL-3371,trademark,TM-0141,CL-0220,maintenance,28/06/2024,Maintenance for trademark TM-0141,low,overdue,,,,,,23 April 2022,2023/10/02
DL-3372,trademark,TM-0142,CL-0147,opposition response,15/09/24,Opposition Response for trademark TM-0142 - Response to office action required,low,cancelled,,,,,,05/11/2018,
DL-3373,trademark,TM-0142,CL-0147,renewal,2028/10/01,Renewal for trademark TM-0142 - Fee payment required,high,overdue,,,,,Legacy deadline record,2021-03-10,07/12/24
DL-3374,trademark,TM-0142,CL-0147,opposition response,09/04/24,Opposition Response for trademark TM-0142 - Response to office action required,high,cancelled,,,,992.33,,18/10/19,06-11-2023
DL-3375,trademark,TM-0143,CL-0447,maintenance,10/22/2026,Maintenance for trademark TM-0143,urgent,completed,,07-08-2024,Daniel Williams,3687.12,,2023-12-03,
DL-3376,trademark,TM-0143,CL-0447,maintenance,10/09/2025,Maintenance for trademark TM-0143,critical,overdue,,,,,,26/03/2021,19/05/2023
DL-3377,trademark,TM-0144,CL-0463,statement of use,,Statement Of Use for trademark TM-0144,medium,pending,,,,1670.12,,"February 20, 2023",
DL-3378,trademark,TM-0144,CL-0463,declaration,"August 05, 2026",Declaration for trademark TM-0144,urgent,pending,,,,1740.17,,27 March 2021,2023-03-09
DL-3379,trademark,TM-0145,CL-0300,renewal,00/00/0000,Renewal for trademark TM-0145 - Fee payment required,normal,pending,Y,,,,,"July 13, 2019",
DL-3380,trademark,TM-0145,CL-0300,opposition response,06/10/2025,Opposition Response for trademark TM-0145 - Response to office action required,critical,completed,,26/12/2024,Karen Davis,1091.94,Legacy deadline record,01/28/19,
DL-3381,trademark,TM-0145,CL-0300,renewal,28/06/2028,Renewal for trademark TM-0145 - Fee payment required,high,completed,,2023-08-05,Nancy Carter,2808.38,,01/31/21,
DL-3382,trademark,TM-0146,CL-0079,declaration,"July 29, 2027",Declaration for trademark TM-0146,low,completed,,19 August 2023,Andrew Rivera,1541.22,Legacy deadline record,Unknown,"April 29, 2024"
DL-3383,trademark,TM-0146,CL-0079,declaration,28-09-2027,Declaration for trademark TM-0146,normal,overdue,,,,,,26-08-2020,08-06-2023
DL-3384,trademark,TM-0147,CL-0332,statement of use,16/02/2026,Statement Of Use for trademark TM-0147,urgent,cancelled,,,,749.26,Legacy deadline record,10/05/19,2023/06/25
DL-3385,trademark,TM-0147,CL-0332,statement of use,TBD,Statement Of Use for trademark TM-0147,medium,completed,,03-11-2024,Betty Walker,131.3,,2022/12/09,
DL-3386,trademark,TM-0147,CL-0332,declaration,27/05/2026,Declaration for trademark TM-0147,urgent,completed,,1900-01-01,Laura Davis,2855.83,,07/21/23,01-01-2023
DL-3387,trademark,TM-0147,CL-0332,opposition response,10/11/2025,Opposition Response for trademark TM-0147 - Response to office action required,low,completed,,06 January 2023,Sandra Thompson,,,07/09/19,
DL-3388,trademark,TM-0148,CL-0007,opposition response,2024-03-10,Opposition Response for trademark TM-0148 - Response to office action required,critical,completed,,30/11/23,Jason Thomas,,,19/11/20,22/11/2023
DL-3389,trademark,TM-0148,CL-0007,maintenance,18/11/26,Maintenance for trademark TM-0148,urgent,pending,,,,2327.0,Legacy deadline record,,
DL-3390,trademark,TM-0148,CL-0007,declaration,"July 27, 2025",Declaration for trademark TM-0148,low,overdue,,,,,Legacy deadline record,04/28/2018,
DL-3391,trademark,TM-0149,CL-0411,statement of use,09/10/27,Statement Of Use for trademark TM-0149,medium,pending,,,,,,2019-03-18,
DL-3392,trademark,TM-0149,CL-0411,maintenance,01/04/25,Maintenance for trademark TM-0149,critical,overdue,,,,4529.81,,11 March 2021,
DL-3393,trademark,TM-0149,CL-0411,opposition response,08-30-2025,Opposition Response for trademark TM-0149 - Response to office action required,urgent,overdue,,,,905.79,,09/16/18,2023/11/15
DL-3394,trademark,TM-0150,CL-0182,statement of use,22/03/25,Statement Of Use for trademark TM-0150,high,overdue,,,,3632.05,,2023-06-23,
DL-3395,trademark,TM-0150,CL-0182,maintenance,Unknown,Maintenance for trademark TM-0150,low,cancelled,,,,1094.16,,04-20-2020,
DL-3396,trademark,TM-0150,CL-0182,opposition response,05/07/24,Opposition Response for trademark TM-0150 - Response to office action required,medium,overdue,,,,976.34,Legacy deadline record,08/02/2022,
DL-3397,trademark,TM-0151,CL-0083,renewal,24 October 2030,Renewal for trademark TM-0151 - Fee payment required,high,pending,N,,,4722.62,,2022/01/26,08/11/2023
DL-3398,trademark,TM-0151,CL-0083,statement of use,"May 25, 2026",Statement Of Use for trademark TM-0151,medium,completed,,"February 27, 2023",Timothy Scott,4417.46,Legacy deadline record,04/08/19,12-14-2023
DL-3399,trademark,TM-0151,CL-0083,opposition response,23 December 2025,Opposition Response for trademark TM-0151 - Response to office action required,high,completed,,2024/09/07,Michelle Sanchez,4898.1,Legacy deadline record,11/27/23,10-07-2024
DL-3400,trademark,TM-0151,CL-0083,renewal,12-08-2030,Renewal for trademark TM-0151 - Fee payment required,medium,overdue,,,,,,"October 12, 2021",08/06/24
DL-3401,trademark,TM-0152,CL-0145,statement of use,2026/03/05,Statement Of Use for trademark TM-0152,low,cancelled,,,,,Legacy deadline record,30 December 2022,
DL-3402,trademark,TM-0152,CL-0145,declaration,2024/10/02,Declaration for trademark TM-0152,high,cancelled,,,,2447.15,Legacy deadline record,01/10/18,
DL-3403,trademark,TM-0152,CL-0145,opposition response,11/04/2025,Opposition Response for trademark TM-0152 - Response to office action required,high,overdue,,,,1103.67,,17-08-2023,
DL-3404,trademark,TM-0153,CL-0135,statement of use,14/04/25,Statement Of Use for trademark TM-0153,low,completed,,19/08/2023,Sarah Adams,4068.0,Legacy deadline record,19/03/2018,
DL-3405,trademark,TM-0153,CL-0135,declaration,15-03-2026,Declaration for trademark TM-0153,critical,overdue,,,,,Legacy deadline record,2021/04/25,
DL-3406,trademark,TM-0154,CL-0303,statement of use,03-22-2025,Statement Of Use for trademark TM-0154,high,pending,,,,3293.79,Legacy deadline record,2020/10/26,
DL-3407,trademark,TM-0154,CL-0303,opposition response,03-24-2024,Opposition Response for trademark TM-0154 - Response to office action required,critical,overdue,,,,1098.12,Legacy deadline record,03-25-2023,25 January 2023
DL-3408,trademark,TM-0154,CL-0303,statement of use,11-01-2027,Statement Of Use for trademark TM-0154,normal,completed,,04/23/2023,Kenneth Hall,3320.18,,20/01/2019,
DL-3409,trademark,TM-0155,CL-0471,statement of use,21-10-2025,Statement Of Use for trademark TM-0155,urgent,completed,,14/01/24,Lisa Martinez,2610.2,Legacy deadline record,31-12-2022,2024-04-20
DL-3410,trademark,TM-0155,CL-0471,declaration,2024/08/01,Declaration for trademark TM-0155,low,overdue,,,,4737.4,,30-10-2018,
DL-3411,trademark,TM-0155,CL-0471,declaration,01/27/26,Declaration for trademark TM-0155,urgent,cancelled,,,,4870.53,,28 March 2019,
DL-3412,trademark,TM-0156,CL-0324,declaration,06/01/24,Declaration for trademark TM-0156,urgent,overdue,,,,3544.94,,01-05-2022,
DL-3413,trademark,TM-0156,CL-0324,declaration,28/03/2026,Declaration for trademark TM-0156,high,completed,,10-29-2024,Sarah Garcia,4386.46,Legacy deadline record,22/04/2022,"January 21, 2023"
DL-3414,trademark,TM-0156,CL-0324,renewal,05-18-2029,Renewal for trademark TM-0156 - Fee payment required,normal,completed,,"March 19, 2024",Jessica Jones,4384.07,,28 December 2021,06/29/2023
DL-3415,trademark,TM-0156,CL-0324,maintenance,"February 13, 2024",Maintenance for trademark TM-0156,high,completed,,"October 22, 2023",Timothy Hill,,,11/09/20,
DL-3416,trademark,TM-0157,CL-0332,statement of use,10 December 2027,Statement Of Use for trademark TM-0157,medium,pending,yes,,,,,2018/03/12,
DL-3417,trademark,TM-0157,CL-0332,declaration,03/18/27,Declaration for trademark TM-0157,critical,completed,,02/17/23,Andrew Collins,3755.12,,2023/07/17,
DL-3418,trademark,TM-0157,CL-0332,statement of use,06 November 2025,Statement Of Use for trademark TM-0157,urgent,completed,,"August 27, 2023",Patricia Allen,1641.75,,30/07/2020,
DL-3419,trademark,TM-0157,CL-0332,statement of use,16/06/24,Statement Of Use for trademark TM-0157,medium,overdue,,,,,,"March 07, 2021",08-31-2023
DL-3420,trademark,TM-0158,CL-0183,statement of use,01-31-2027,Statement Of Use for trademark TM-0158,normal,pending,,,,1477.8,,22-04-2021,
DL-3421,trademark,TM-0158,CL-0183,declaration,09/09/2025,Declaration for trademark TM-0158,urgent,cancelled,,,,3140.57,,"April 18, 2021",
DL-3422,trademark,TM-0159,CL-0438,maintenance,2026/04/23,Maintenance for trademark TM-0159,high,overdue,,,,3400.22,Legacy deadline record,26/03/2023,04 March 2023
DL-3423,trademark,TM-0159,CL-0438,statement of use,10/11/2024,Statement Of Use for trademark TM-0159,urgent,completed,,02-24-2024,George Reyes,4745.39,Legacy deadline record,28 April 2019,15 June 2024
