tm_id,client_id,mark_text,mark_type,mark_description,goods_services,nice_classes,vienna_classes,application_number,registration_number,filing_date,priority_date,publication_date,registration_date,renewal_date,expiry_date,jurisdiction,trademark_office,status,opposition_period_end,use_basis,first_use_date,first_use_commerce_date,attorney_ref,internal_ref,estimated_cost,actual_cost,created_on,modified_on,notes
TM-0211,CL-0430,TECHPRO,combined,Trademark for TECHPRO,Telecommunications services,"11, 3",,88/507835,,2021-04-20,,,30-12-2020,Unknown,2028/06/16,EU,EUIPO,pending,,,,,,TM-INT-1032,10965.23,,15/03/2018,,Legacy trademark record
TM-0212,CL-0409,INNOVATEX17,design,Trademark for INNOVATEX17,Clothing and apparel,21,,87/626008,6282433,23 December 2023,20 April 2018,,,,,CN,CNIPA,cancelled,,,,,,TM-INT-4314,3550.96,986.46,09-05-2019,08-11-2023,
TM-0213,CL-0332,DATASYNC879,design,Trademark for DATASYNC879,Medical devices,1,"27.05.01, 26.01.03",88/249560,,10-02-2019,,,,,,JP,JPO,published,,,,,ATT-7676,TM-INT-6651,8940.54,,28-10-2018,"September 12, 2023",
TM-0214,CL-0380,SYSTEMTECH,design,Trademark for SYSTEMTECH,Food and beverages,29,,88/713412,,2021/08/12,,,,,,EU,EUIPO,pending,,,,,,TM-INT-1040,10588.18,,2020/12/11,"July 28, 2023",
TM-0215,CL-0192,TECHPRO,composite,,Medical devices,"44, 12",,88/542565,6613673,07/24/18,28/03/2019,21-03-2023,,,,United States,USPTO,abandoned,,use-in-commerce,,,ATT-7493,TM-INT-1351,7831.67,11286.37,10/13/19,18 February 2023,
TM-0216,CL-0449,SYSTEMTECH,design,Trademark for SYSTEMTECH,Telecommunications services,"11,41",,89/836733,,2018-01-28,,1900-01-01,15 February 2022,24-12-2028,04-22-2029,GB,UKIPO,cancelled,,,,,ATT-6439,TM-INT-6585,7296.81,10165.28,11/01/19,28/05/24,
TM-0217,CL-0377,HEALTHPRO105,logo,Trademark for HEALTHPRO105,Clothing and apparel,"35,16,5",,87/994089,,16/07/20,,,2020/05/15,01/23/2030,09-29-2033,JP,JPO,opposed,,,,,ATT-8944,TM-INT-7258,,,12-03-2019,,
TM-0218,CL-0287,NOVALUX960,,,Construction materials,11,,87/633948,,"March 10, 2020",,,,,,US,USPTO,published,,intent-to-use,,,ATT-8239,TM-INT-8350,13850.16,1093.33,2018/08/17,2024/08/29,
TM-0219,CL-0067,SPEEDWAY,design,Trademark for SPEEDWAY,Clothing and apparel,"45,5",,88/745803,,2020/04/07,,,,,,US,USPTO,published,11/01/24,,,,ATT-4309,TM-INT-6002,,,20/06/2021,,
TM-0220,CL-0010,CARTECH,design,Trademark for CARTECH,Computer software and hardware,17,,90/657913,,06 November 2018,,23 August 2021,,,,JP,JPO,abandoned,,,,,ATT-2370,TM-INT-3597,6934.98,3325.77,14-03-2020,,Legacy trademark record
TM-0221,CL-0183,MOTORPRO,,,Telecommunications services,"17,29,16",,88/561208,6852223,2020-08-27,,Unknown,24 December 2024,08/17/26,2032/12/15,CN,CNIPA,abandoned,,,,,ATT-9041,TM-INT-5250,3051.85,1189.85,11-26-2020,,
TM-0222,CL-0303,GREENTECH,combined,Trademark for GREENTECH,Financial services,"20,25","27.05.01, 26.01.03",88/152102,6516774,22 September 2022,,,,,,US,USPTO,abandoned,,use-in-commerce,08/08/15,12/03/2021,ATT-2199,,7736.5,3165.85,03/02/20,07/02/23,Legacy trademark record
TM-0223,CL-0413,DRIVETEC572,,,Clothing and apparel,"1,12",,87/466362,6431290,"April 29, 2018",,,,,,JP,JPO,opposed,,,,,,TM-INT-4109,9474.75,5268.58,25-08-2019,01-03-2023,
TM-0224,CL-0203,ORGANIC,logo,Trademark for ORGANIC,Financial services,"45,17,32","27.05.01, 26.01.03",90/902540,,07-31-2018,,01/01/2024,07-07-2021,16 October 2030,03/13/31,USA,USPTO,opposed,,intent-to-use,,,ATT-3150,TM-INT-9506,2380.07,11819.51,10 May 2018,10/28/23,
TM-0225,CL-0302,SPEEDWAY,logo,Trademark for SPEEDWAY,Construction materials,"38,29,10",,88/812146,,20/04/18,,,,,,GB,UKIPO,abandoned,,,,,,TM-INT-6745,5974.67,8168.98,07-10-2022,01-21-2024,
TM-0226,CL-0309,MEDTECH251,word,,Food and beverages,"5,21",,89/347571,,06-05-2018,,,,,,EU,EUIPO,published,,,,,ATT-6931,TM-INT-9513,,2847.48,09/09/22,,
TM-0227,CL-0494,BIOSAFE,logo,Trademark for BIOSAFE,Food and beverages,"29,16,28","27.05.01, 26.01.03",87/830057,5650166,07/01/2022,,17-04-2022,,,,United States,USPTO,abandoned,,intent-to-use,,,,,,8919.34,2023/02/19,07-11-2024,
TM-0228,CL-0460,INNOVATE,composite,,Automotive parts,5,,90/697751,5419136,,10-05-2022,28-12-2022,,,,USA,USPTO,published,,1(b),,,ATT-5529,TM-INT-8924,,7480.79,04/02/2019,,
TM-0229,CL-0491,MEDTECH510,word,,Computer software and hardware,"32,1,9",,90/326206,,2019-01-14,2022-05-14,2021/08/25,29/05/2022,2027/11/25,Unknown,USA,USPTO,cancelled,,1(a),,,ATT-7563,,3320.06,,01/03/2019,,
TM-0230,CL-0048,DRIVETEC,design,Trademark for DRIVETEC,Construction materials,"11,30",,90/292632,,"September 03, 2019",1900-01-01,,02-17-2022,31 March 2027,00/00/0000,USA,USPTO,pending,,,,,,TM-INT-9184,8959.75,2583.76,04/15/2023,13/07/24,
TM-0231,CL-0065,INNOVATE,composite,,Construction materials,41,,90/635194,6796276,23-02-2018,08/09/2019,,,,,GB,UKIPO,opposed,,,,,,,14974.76,,25 November 2020,16 December 2024,Legacy trademark record
TM-0232,CL-0303,TECHVISION19,combined,Trademark for TECHVISION19,Medical devices,11,,87/593342,,"November 15, 2019",08/01/20,14/11/20,01 February 2020,07-01-2029,07-16-2034,CN,CNIPA,cancelled,,,,,,TM-INT-3112,6871.55,6909.12,31 July 2018,,
TM-0233,CL-0232,WELLNESS,combined,Trademark for WELLNESS,Telecommunications services,"12,20","27.05.01, 26.01.03",89/857791,,08/04/2023,"December 08, 2019",,19 July 2024,"September 18, 2029",2029/06/03,CN,CNIPA,pending,,,,,,TM-INT-4196,9001.2,,11/05/2022,,
TM-0234,CL-0437,BIOSAFE,composite,,Educational services,12,,89/159157,,23-06-2020,,,2023-09-03,2026/09/20,08/04/32,DE,DPMA,pending,,,,,ATT-1133,TM-INT-5062,1730.14,2933.01,2023/05/23,,Legacy trademark record
TM-0235,CL-0031,CYBERSHIELD,,,Financial services,"35,36",,90/602090,5232380,04 August 2023,,2023-06-16,,,,Europe,EUIPO,pending,,,,,ATT-2631,TM-INT-9431,,,08/10/21,21 December 2023,
TM-0236,CL-0293,TECHMASTER856,composite,,Construction materials,45,,87/420423,,02/18/19,,,,,,JP,JPO,expired,,,,,,TM-INT-4492,8250.62,5361.31,01-19-2019,30 July 2024,
TM-0237,CL-0099,CYBERSHIELD,word,,Automotive parts,"32,25",,90/622840,,01/30/2022,,2024/10/15,,,,DE,DPMA,registered,,,,,ATT-1466,,9359.46,8807.81,24 August 2020,,
TM-0238,CL-0198,MEDTECH,,,Medical devices,1,,88/247133,6252496,20 March 2020,,01/05/22,,,,GB,UKIPO,expired,,,,,ATT-3984,TM-INT-1994,11827.03,7991.81,09 July 2020,08-26-2024,
TM-0239,CL-0113,CARTECH,design,Trademark for CARTECH,Financial services,5,"27.05.01, 26.01.03",90/819863,,11/06/2020,10-07-2018,,19-12-2020,2029-11-03,18/11/2029,United States,USPTO,cancelled,,1(a),,,,,13376.15,6565.84,10/31/2023,,
TM-0240,CL-0332,ADVANCEDSYS,,,Food and beverages,17,,90/321657,,26 August 2023,,07/19/2020,,,,United States,USPTO,expired,,,,,ATT-1530,,10894.95,10519.45,26-10-2020,06/02/24,
TM-0241,CL-0286,SMARTFLOW,word,,Pharmaceutical preparations,"44,5",,87/738985,,03/09/2022,2018-05-14,,,,,USA,USPTO,cancelled,,1(a),24/02/2015,03/07/2018,ATT-6716,TM-INT-2274,9159.25,,2020/07/22,,
TM-0242,CL-0332,BIOSAFE,combined,Trademark for BIOSAFE,Automotive parts,36,,89/916938,,2022/07/10,,,,,,DE,DPMA,published,2024-02-06,,,,ATT-6946,,2838.29,6607.26,08-25-2023,,
TM-0243,CL-0453,INNOVATECH,word,,Construction materials,"21,44,18",,88/308822,,25/10/21,12-07-2021,,01/28/2023,2030/12/06,28/03/2034,CN,CNIPA,opposed,,,,,ATT-9692,TM-INT-3212,,,14 November 2018,,
TM-0244,CL-0450,TECHSTREAM,word,,Clothing and apparel,"12,20",,87/244386,,02/26/20,05/15/2021,2024-11-27,29 August 2020,Unknown,2033/03/14,Europe,EUIPO,expired,,,,,ATT-1580,TM-INT-2263,11982.26,,07/09/22,04/24/24,
TM-0245,CL-0398,CYBERSHIELD97,,,Clothing and apparel,"1,32",,87/748748,6560926,05/03/20,,25 October 2019,,,,Europe,EUIPO,opposed,,,,,ATT-6071,TM-INT-3756,9925.64,,"June 10, 2018",,
TM-0246,CL-0039,CYBERSHIELD,combined,Trademark for CYBERSHIELD,Educational services,"5,29","27.05.01, 26.01.03",90/490838,6762218,11/05/2018,,"September 20, 2020",,,,USA,USPTO,pending,,use-in-commerce,2017/06/02,2019/02/05,ATT-8736,TM-INT-1424,6368.76,7065.55,2023/06/29,09/07/23,Legacy trademark record
TM-0247,CL-0203,SPEEDWAY,,,Computer software and hardware,3,,88/962129,5091532,17/10/21,"August 28, 2018",,,,,JP,JPO,pending,,,,,ATT-2965,TM-INT-3933,14781.03,6464.86,08/20/2020,20-11-2023,
TM-0248,CL-0434,DATATECH881,,,Pharmaceutical preparations,"36,21",,90/312437,6464612,30/10/2018,,,,,,Europe,EUIPO,pending,,,,,ATT-2433,TM-INT-4630,12506.76,,05 June 2022,30/09/24,
TM-0249,CL-0334,TECHPRO,combined,Trademark for TECHPRO,Financial services,"17, 19, 32","27.05.01, 26.01.03",90/780856,,02-12-2021,,09-23-2024,2021/11/13,09 May 2025,26/06/2034,USA,USPTO,pending,,1(b),,,ATT-8348,TM-INT-5343,1034.03,,"December 10, 2021",10/20/2023,
TM-0250,CL-0393,DATASYNC,logo,Trademark for DATASYNC,Computer software and hardware,11,"27.05.01, 26.01.03",88/469710,6383810,14/08/2019,,2019-06-04,,,,United States,USPTO,opposed,,use-in-commerce,,,ATT-6233,TM-INT-9165,14247.97,4095.45,04/01/2022,01/07/2023,
TM-0251,CL-0261,HEALTHPRO373,composite,,Educational services,25,,89/734535,5435947,1900-01-01,,12/28/2022,,,,DE,DPMA,pending,,,,,ATT-1245,TM-INT-1790,4401.17,4944.69,06/28/2019,,
TM-0252,CL-0299,SMARTSYS,logo,Trademark for SMARTSYS,Telecommunications services,11,"27.05.01, 26.01.03",90/208393,5035056,"February 21, 2020",,2020-08-22,,,,DE,DPMA,opposed,,,,,ATT-8417,,3408.44,10774.28,15 May 2022,,
TM-0253,CL-0220,CARTECH,logo,Trademark for CARTECH,Food and beverages,"42,18,9","27.05.01, 26.01.03",89/764132,,25 August 2022,04 January 2019,,05 December 2023,11-09-2030,10/08/30,USA,USPTO,published,,use-in-commerce,1900-01-01,,,TM-INT-5788,4012.17,3301.72,14 December 2020,,
TM-0254,CL-0347,TECHVISION722,combined,Trademark for TECHVISION722,Computer software and hardware,42,"27.05.01, 26.01.03",90/399130,6457679,07/16/22,,24/02/2024,2020-06-27,2030/03/21,"October 13, 2032",US,USPTO,pending,,1(a),2018-10-13,"June 24, 2019",ATT-9374,TM-INT-9942,2642.69,2983.64,2020-08-13,2023/07/26,Legacy trademark record
TM-0255,CL-0144,NOVALUX,logo,Trademark for NOVALUX,Clothing and apparel,"25,42,32","27.05.01, 26.01.03",90/768592,5500755,2020-05-14,,25 June 2019,2021/12/10,12-11-2028,2032/01/18,CN,CNIPA,registered,,,,,ATT-8494,TM-INT-4423,10238.01,,05-20-2019,,Legacy trademark record
TM-0256,CL-0290,TECHMASTER,composite,,Food and beverages,32,,87/162603,,18/08/22,01/11/2019,05/29/2024,,,,DE,DPMA,pending,,,,,,TM-INT-2078,3231.49,,2022-02-18,,
TM-0257,CL-0344,DATASYNC154,word,,Medical devices,19,,90/584733,5071270,2023-09-08,"April 21, 2018","September 10, 2019",,,,US,USPTO,abandoned,,use-in-commerce,"November 29, 2018",2022-05-17,,TM-INT-8384,14240.82,,20-05-2019,29/04/2023,
TM-0258,CL-0041,CYBERTECH31,,,Medical devices,"42, 38",,87/980138,6129256,10/27/2018,19-08-2021,04/24/22,,,,USA,USPTO,published,01/15/24,1(a),14-08-2022,,,TM-INT-8391,,11923.25,,,
TM-0259,CL-0060,INNOVATE498,word,,Automotive parts,"35, 17",,87/388058,6062034,31/07/2018,,08/15/21,,,,DE,DPMA,abandoned,,,,,ATT-2301,TM-INT-5535,,7831.42,02-21-2018,,
TM-0260,CL-0310,TECHMASTER,word,,Telecommunications services,17,,88/175671,6890762,05/19/20,,,,,,Europe,EUIPO,published,26 August 2025,,,,ATT-9386,TM-INT-5223,,5529.17,2018/06/19,2024-09-03,
TM-0261,CL-0132,SYSTEMTECH,combined,Trademark for SYSTEMTECH,Construction materials,"29,45,12",,90/438970,,"July 19, 2023",,,"October 14, 2023",10-09-2026,21/03/2034,USA,USPTO,published,,,,,,,3666.36,5369.63,12-11-2018,07/04/24,Legacy trademark record
TM-0262,CL-0226,NOVALUX,design,Trademark for NOVALUX,Computer software and hardware,"1, 42",,87/135183,,TBD,08-02-2022,18/05/24,03 December 2020,2025-07-25,10/03/34,USA,USPTO,abandoned,,use-in-commerce,"January 23, 2018",15/02/2019,ATT-6013,TM-INT-9975,5746.05,,16/01/18,"November 04, 2024",
TM-0263,CL-0352,TECHSTREAM286,word,,Automotive parts,"11,36",,90/113959,5552414,2020-04-25,2022-10-21,25-03-2021,12-06-2022,26 October 2029,2028/04/22,Europe,EUIPO,expired,,,,,,TM-INT-8701,7007.68,7611.59,26-11-2021,26/09/23,Legacy trademark record
TM-0264,CL-0304,SPEEDWAY,composite,,Pharmaceutical preparations,"10,29,16",,89/482357,,22/12/22,12/20/2022,,04-24-2023,2028-12-04,"October 08, 2028",JP,JPO,cancelled,,,,,ATT-2263,TM-INT-4391,1624.11,,01-11-2022,,
TM-0265,CL-0409,NATURALS,,,Automotive parts,28,,90/205989,,01-06-2023,21-09-2018,,,,,United States,USPTO,expired,,,,,ATT-6192,TM-INT-4898,3430.28,6585.43,01/24/21,2023/09/23,Legacy trademark record
TM-0266,CL-0218,SMARTSYS,combined,Trademark for SMARTSYS,Pharmaceutical preparations,3,"27.05.01, 26.01.03",87/651352,,2020/02/27,,,,,,CN,CNIPA,pending,,,,,,TM-INT-9300,12642.34,7188.76,"January 08, 2020",12/26/24,
TM-0267,CL-0345,ECOPACK,design,Trademark for ECOPACK,Clothing and apparel,9,,87/400712,,02/17/20,,,30 November 2023,26-05-2027,2033/08/31,CN,CNIPA,pending,,,,,ATT-6164,,,1624.25,Unknown,,
TM-0268,CL-0472,HEALTHPRO,design,Trademark for HEALTHPRO,Pharmaceutical preparations,"44,30","27.05.01, 26.01.03",88/225007,,2020/10/10,,17-06-2023,18/09/2020,23/07/29,08/06/30,Europe,EUIPO,published,,,,,ATT-5448,,1064.24,7066.23,08 February 2022,,
TM-0269,CL-0444,SYSTEMTECH603,logo,Trademark for SYSTEMTECH603,Food and beverages,"9,38,17",,88/281824,5728486,16/11/2021,01 January 2019,22-11-2024,09/07/2024,08/12/2027,16/12/2031,JP,JPO,expired,,,,,ATT-9070,TM-INT-3007,5294.36,3838.81,2022/12/22,TBD,
TM-0270,CL-0119,ORGANIC,combined,Trademark for ORGANIC,Construction materials,29,,87/937548,5640094,"June 18, 2022",,,,,,US,USPTO,published,,use-in-commerce,,,ATT-4460,TM-INT-9228,7607.19,7611.41,N/A,,
TM-0271,CL-0473,CARTECH,logo,Trademark for CARTECH,Construction materials,30,,90/673507,,26/09/2019,,14-02-2022,,,,USA,USPTO,pending,,intent-to-use,,,ATT-4280,TM-INT-4448,,10917.77,27/11/22,,
TM-0272,CL-0225,CYBERTECH456,word,,Clothing and apparel,"25,32,1",,87/830412,,2020-03-30,15/03/2022,12/16/21,,,,GB,UKIPO,registered,,,,,ATT-7330,,,5882.9,10/06/19,12-10-2024,Legacy trademark record
TM-0273,CL-0110,MOTORPRO,combined,Trademark for MOTORPRO,Medical devices,"44,5",,88/832920,6197435,27/04/20,"May 09, 2019",02/20/2021,2023-04-11,01/08/2026,30/05/2029,United States,USPTO,opposed,,1(a),26-11-2021,2018-08-06,ATT-8098,TM-INT-8282,,8149.63,08/28/2021,,
TM-0274,CL-0377,BIOSAFE,design,Trademark for BIOSAFE,Educational services,44,"27.05.01, 26.01.03",90/351275,5340444,01/13/23,,18-09-2024,12 July 2023,2027/08/08,05-15-2029,USA,USPTO,cancelled,,intent-to-use,,,,TM-INT-7769,10401.24,,16/08/2020,,
TM-0275,CL-0431,TECHSTREAM,composite,,Computer software and hardware,"1,41,12",,89/358202,5862608,00/00/0000,,,,,,US,USPTO,cancelled,,,,,,TM-INT-2202,,7777.58,21-06-2018,13/11/24,
TM-0276,CL-0348,DATAFLOW851,word,,Financial services,12,,87/244067,,25-10-2018,,07-05-2019,,,,United States,USPTO,registered,,use-in-commerce,12/23/2015,11/05/18,ATT-6905,TM-INT-8931,2680.68,,14 October 2019,2023-05-04,
TM-0277,CL-0316,TECHPRO,logo,Trademark for TECHPRO,Educational services,"9,19",,89/493538,,31/10/2022,,,,,,USA,USPTO,abandoned,,,,,ATT-6037,TM-INT-1551,6764.21,4575.52,02-20-2021,,
TM-0278,CL-0391,WELLNESS,combined,Trademark for WELLNESS,Construction materials,"3,32,5",,88/713454,5815883,"April 08, 2019",,2021-12-17,27 September 2024,2027-01-13,17 December 2033,CN,CNIPA,pending,,,,,,TM-INT-5106,,2739.3,2021-07-29,18 October 2024,
TM-0279,CL-0013,ORGANIC,logo,Trademark for ORGANIC,Educational services,"19,36,18","27.05.01, 26.01.03",90/325873,,00/00/0000,06/07/22,12-19-2024,"August 31, 2020",06/02/2029,"August 14, 2028",GB,UKIPO,expired,,,,,ATT-9773,TM-INT-5158,9734.19,,29/08/2019,,
TM-0280,CL-0478,ORGANIC,composite,,Financial services,"19, 9",,87/343500,,22 January 2022,,"February 25, 2021",,,,US,USPTO,pending,,1(a),07/05/15,"April 01, 2017",,TM-INT-7953,14006.23,8451.93,04-01-2019,,
TM-0281,CL-0282,FUTURETECH,design,Trademark for FUTURETECH,Construction materials,"20,30","27.05.01, 26.01.03",87/489298,,12/01/21,,,,,,United States,USPTO,opposed,,,,,ATT-4121,TM-INT-6531,,8761.77,22/05/23,04-16-2024,
TM-0282,CL-0454,NATURALS,word,,Telecommunications services,"28,16",,89/562585,,2019/01/05,,,14 January 2022,14/04/2030,28/09/2032,JP,JPO,published,,,,,ATT-2377,TM-INT-7954,1056.22,2029.41,"February 28, 2022",15/03/24,
TM-0283,CL-0107,DATATECH758,design,Trademark for DATATECH758,Educational services,"30, 28","27.05.01, 26.01.03",87/266929,6750895,19 August 2020,01/24/18,,23-10-2023,2027-08-18,2029/03/01,Europe,EUIPO,expired,,,,,ATT-5494,TM-INT-7954,,3818.69,2021-09-09,2023/03/19,Legacy trademark record
TM-0284,CL-0480,SYSTEMTECH224,combined,Trademark for SYSTEMTECH224,Educational services,"20,21,11","27.05.01, 26.01.03",87/638855,6734293,16 August 2021,,12/10/2020,,,,GB,UKIPO,opposed,,,,,,,5218.6,,2019/02/11,,
TM-0285,CL-0423,SYSTEMCORE,combined,Trademark for SYSTEMCORE,Educational services,19,,89/948583,,07/28/2018,,2022/04/26,"June 12, 2022",2028-05-01,"May 21, 2034",United States,USPTO,opposed,,1(b),,,ATT-2846,TM-INT-2859,,7144.29,05-17-2021,,
TM-0286,CL-0401,TECHPRO327,composite,,Construction materials,"41,29,17",,90/564347,6692763,06-15-2018,,,2024/05/30,10 August 2026,00/00/0000,JP,JPO,expired,,,,,,TM-INT-5259,12318.54,,"September 08, 2021",,
TM-0287,CL-0291,HEALTHPRO,combined,Trademark for HEALTHPRO,Clothing and apparel,"10,42,3","27.05.01, 26.01.03",88/219405,5407543,TBD,07/19/2022,2021-11-12,00/00/0000,"July 23, 2025",19/10/2028,DE,DPMA,cancelled,,,,,ATT-5015,TM-INT-1248,,,04/01/2019,2023/11/25,
TM-0288,CL-0093,WELLNESS,combined,Trademark for WELLNESS,Computer software and hardware,11,"27.05.01, 26.01.03",90/782256,5542532,"February 22, 2023",18-06-2020,13/08/2021,,,,CN,CNIPA,pending,,,,,,,,6077.86,03/23/18,,
TM-0289,CL-0240,SMARTFLOW,composite,,Computer software and hardware,30,,90/729229,5903170,2019-04-15,,,,,,Europe,EUIPO,pending,,,,,,TM-INT-9441,7540.54,,28-10-2019,08/11/2024,Legacy trademark record
TM-0290,CL-0168,HEALTHPRO,composite,,Telecommunications services,"38, 19, 3",,88/126061,5484290,06/12/20,12/11/18,,08/31/2020,12/21/30,07-04-2028,Europe,EUIPO,registered,,,,,ATT-6872,,,8791.1,22 August 2019,2024-01-07,
TM-0291,CL-0112,BIOSAFE,composite,,Telecommunications services,"44,12,38",,89/805604,5035474,2022/03/07,07/16/2020,05-24-2020,02 February 2021,05/23/26,2028/12/01,CN,CNIPA,expired,,,,,ATT-9020,TM-INT-2283,7347.06,,2020/10/21,,Legacy trademark record
TM-0292,CL-0177,INNOVATEX,logo,Trademark for INNOVATEX,Medical devices,30,"27.05.01, 26.01.03",89/419371,,15-05-2018,,07/05/23,,,,CN,CNIPA,cancelled,,,,,ATT-2746,TM-INT-7357,11229.36,,09-05-2023,"July 31, 2023",Legacy trademark record
TM-0293,CL-0200,MOTORPRO346,composite,,Telecommunications services,"45,19",,88/410438,5291253,21/11/2020,,,11/06/2024,N/A,,EU,EUIPO,registered,,,,,,TM-INT-8159,10282.43,7088.33,09 March 2021,"October 31, 2023",
TM-0294,CL-0286,HEALTHPRO,composite,,Educational services,"29, 9, 41",,88/144751,,15 August 2021,2021-05-10,,,,,EU,EUIPO,expired,,,,,,TM-INT-6290,,6351.75,2023/08/04,"November 01, 2024",
TM-0295,CL-0039,NEXGEN,logo,Trademark for NEXGEN,Automotive parts,"25, 3",,87/603660,5653107,Unknown,,,10-04-2021,10-02-2026,19-08-2030,EU,EUIPO,opposed,,,,,ATT-2841,TM-INT-6299,13936.64,3043.67,2018-02-01,,
TM-0296,CL-0037,SYSTEMCORE161,logo,Trademark for SYSTEMCORE161,Telecommunications services,18,,87/677034,6777741,12/06/22,,,2020-04-07,2027-11-19,"June 08, 2030",Europe,EUIPO,abandoned,,,,,ATT-2428,,12639.58,2829.18,01/30/2019,26/04/2024,
TM-0297,CL-0381,CYBERSHIELD,word,,Computer software and hardware,"35,21",,87/345412,5818100,09/19/20,,,14 July 2022,24 August 2025,04/10/2032,JP,JPO,published,2025-06-08,,,,,TM-INT-7242,10208.41,9076.61,15-04-2021,,
TM-0298,CL-0265,SPEEDWAY,word,,Pharmaceutical preparations,16,,89/861769,,2022-06-22,03/24/22,1900-01-01,,,,Europe,EUIPO,expired,,,,,,TM-INT-7434,4402.99,4612.24,19/06/2021,01 April 2023,
TM-0299,CL-0311,NOVALUX,logo,Trademark for NOVALUX,Financial services,36,,90/350013,6153966,11-13-2022,00/00/0000,,,,,JP,JPO,opposed,,,,,ATT-6320,TM-INT-3734,8622.86,,01/06/2023,,
TM-0300,CL-0488,BIOSAFE,composite,,Automotive parts,"19,21",,90/820115,6478643,31/12/2018,09-10-2020,15/12/2020,24/08/2021,27 June 2028,26/07/2030,EU,EUIPO,cancelled,,,,,ATT-9689,,6465.09,10934.88,06/20/18,,
TM-0301,CL-0493,TECHVISION,design,Trademark for TECHVISION,Clothing and apparel,18,,89/909289,5232365,26/07/2021,,09-13-2024,,,,JP,JPO,abandoned,,,,,ATT-9620,TM-INT-9010,,1538.2,13/12/21,,
TM-0302,CL-0292,SMARTSYS,,,Educational services,"21,30",,89/219472,,N/A,,18/03/21,,,,USA,USPTO,expired,,1(b),,,,TM-INT-6396,8090.62,9354.73,2023-09-24,,
TM-0303,CL-0388,AUTOTECH,word,,Educational services,"11,17",,90/449448,,2022-05-02,2020/08/19,19 February 2023,08/11/20,"January 23, 2030",2033-10-17,USA,USPTO,opposed,,intent-to-use,,,,TM-INT-3830,,,2022/07/29,24-01-2023,
TM-0304,CL-0355,ORGANIC,,,Computer software and hardware,"19,20,17",,90/483253,,15/01/18,15/05/18,08/20/2022,01/20/20,09/29/27,2031/08/23,US,USPTO,cancelled,,1(a),04/02/2022,,ATT-4959,,6816.36,10168.36,11 November 2023,01/09/2023,
TM-0305,CL-0449,MEDTECH,design,Trademark for MEDTECH,Automotive parts,32,"27.05.01, 26.01.03",89/283568,,02-27-2018,27/02/21,18-02-2020,03/17/20,06/08/2029,03/08/2030,United States,USPTO,cancelled,,intent-to-use,,,ATT-5095,TM-INT-5287,14205.42,1332.08,30/09/2023,,
TM-0306,CL-0079,ORGANIC655,,,Construction materials,25,,87/844171,,2022-04-10,11/18/2022,12/07/23,,,,USA,USPTO,registered,,1(a),,,,,1720.26,5809.35,2018-02-16,21 August 2024,
TM-0307,CL-0473,TECHSTREAM552,logo,Trademark for TECHSTREAM552,Pharmaceutical preparations,16,"27.05.01, 26.01.03",88/467465,,"August 17, 2020",04 November 2021,2023-07-06,,,,DE,DPMA,registered,,,,,ATT-7071,TM-INT-1426,2935.56,,08/12/2019,,Legacy trademark record
TM-0308,CL-0374,ADVANCEDSYS264,combined,Trademark for ADVANCEDSYS264,Medical devices,5,,87/697803,5289212,05/02/2018,,,,,,Europe,EUIPO,pending,,,,,,TM-INT-8659,13445.98,6981.27,2023-11-16,13/10/24,Legacy trademark record
TM-0309,CL-0350,CYBERTECH,composite,,Clothing and apparel,5,,88/317927,,20/02/19,,07-08-2023,04-05-2024,04-02-2030,2033/12/25,CN,CNIPA,cancelled,,,,,ATT-6488,TM-INT-9520,11703.99,,24/06/2018,,
TM-0310,CL-0312,MEDTECH,word,,Computer software and hardware,"35, 30",,88/857465,,19 October 2022,,08-10-2021,,,,DE,DPMA,opposed,,,,,ATT-1936,TM-INT-1674,,,06/04/22,2024-05-14,
TM-0311,CL-0306,WELLNESS,word,,Pharmaceutical preparations,35,,90/787042,,09/10/2018,02 April 2020,22/04/21,,,,CN,CNIPA,cancelled,,,,,ATT-9947,TM-INT-6086,7368.76,2527.18,2021-09-09,,
TM-0312,CL-0328,ORGANIC,logo,Trademark for ORGANIC,Pharmaceutical preparations,21,,90/560119,,28 May 2018,,,,,,GB,UKIPO,opposed,,,,,ATT-3193,TM-INT-5955,,,12/12/22,02/09/24,
TM-0313,CL-0271,DATASYNC,logo,Trademark for DATASYNC,Telecommunications services,"9, 30, 1",,90/196568,,04/05/2020,,,28 March 2022,07/28/2027,04/26/2030,JP,JPO,abandoned,,,,,ATT-3926,,,9675.65,"December 24, 2019",,Legacy trademark record
TM-0314,CL-0420,CYBERTECH,logo,Trademark for CYBERTECH,Financial services,42,"27.05.01, 26.01.03",89/920927,,06/15/2022,2018-08-12,03 September 2022,2022/12/17,"May 16, 2025",02/06/28,GB,UKIPO,abandoned,,,,,,TM-INT-8646,9640.14,6605.45,08/01/2019,,
TM-0315,CL-0343,SYSTEMCORE,combined,Trademark for SYSTEMCORE,Clothing and apparel,25,,90/567977,,2018-09-08,,00/00/0000,27/07/24,30-08-2030,11/12/30,US,USPTO,pending,,,,,ATT-6230,TM-INT-2599,7857.12,1733.47,2019/08/18,,
TM-0316,CL-0458,CAREPLUS,combined,Trademark for CAREPLUS,Computer software and hardware,20,"27.05.01, 26.01.03",89/916763,,07/29/21,2018/05/10,,,,,DE,DPMA,abandoned,,,,,,TM-INT-6065,11817.62,,23 May 2022,11/01/24,
